document_id,decision,first_submission_month,first_submitted_at,version_submitted_at,target_system,evaluation_domain,evaluation_setup,modality,material_origin,scoring_source,task_language
arxiv:2210.09261v1,included,2022-10,2022-10-17T17:08:26Z,2022-10-17T17:08:26Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""de"", ""en""]"
arxiv:2210.10045v1,included,2022-10,2022-10-18T17:59:31Z,2022-10-18T17:59:31Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2210.11431v1,included,2022-10,2022-10-20T17:21:46Z,2022-10-20T17:21:46Z,"[""answering_model""]","[""general_or_cross_domain"", ""other""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""zh""]"
arxiv:2210.12152v2,included,2022-10,2022-10-21T17:59:03Z,2022-11-30T07:49:19Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""other_model_judge""]","[""en""]"
arxiv:2210.12487v1,included,2022-10,2022-10-22T16:01:13Z,2022-10-22T16:01:13Z,"[""answering_model""]","[""language_and_communication"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2210.12813v1,included,2022-10,2022-10-23T18:28:25Z,2022-10-23T18:28:25Z,"[""answering_model""]","[""general_or_cross_domain"", ""natural_sciences"", ""social_sciences_and_humanities""]","[""fixed_items"", ""runtime_generated_items""]","[""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""ru""]"
arxiv:2210.13693v1,included,2022-10,2022-10-25T01:33:49Z,2022-10-25T01:33:49Z,"[""answering_model""]","[""language_and_communication"", ""software_and_coding""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric""]","[""en"", ""fa"", ""hi"", ""vi"", ""zh""]"
arxiv:2210.14128v1,included,2022-10,2022-10-25T16:25:00Z,2022-10-25T16:25:00Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2210.14868v3,included,2022-10,2022-10-26T17:17:06Z,2023-03-28T19:02:34Z,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2210.17236v1,included,2022-10,2022-10-31T11:42:06Z,2022-10-31T11:42:06Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2210.17517v2,included,2022-10,2022-10-31T17:41:26Z,2023-03-08T16:47:46Z,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""natural_sciences"", ""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2211.00142v1,included,2022-10,2022-10-31T21:05:42Z,2022-10-31T21:05:42Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""human_judge"", ""other_model_judge"", ""reference_or_metric""]","[""ar"", ""en"", ""fr"", ""ha"", ""ig"", ""pt"", ""ru"", ""sw"", ""yo""]"
arxiv:2211.02069v2,included,2022-11,2022-11-03T18:01:12Z,2022-12-19T10:53:46Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.03940v1,included,2022-11,2022-11-08T01:23:59Z,2022-11-08T01:23:59Z,"[""answering_model""]","[""language_and_communication"", ""other""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.04126v1,included,2022-11,2022-11-08T09:47:11Z,2022-11-08T09:47:11Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.07615v2,included,2022-11,2022-11-14T18:36:19Z,2023-05-23T16:08:10Z,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""audio"", ""image"", ""structured_data"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""bn"", ""en"", ""es"", ""gu"", ""hi"", ""kn"", ""mr"", ""sw""]"
arxiv:2211.08412v2,included,2022-11,2022-11-15T18:50:34Z,2023-12-02T18:10:15Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.08462v1,included,2022-11,2022-11-15T19:31:57Z,2022-11-15T19:31:57Z,"[""agent_or_tool_system"", ""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2211.08584v3,included,2022-11,2022-11-15T23:57:34Z,2023-07-21T22:08:45Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2211.09110v2,included,2022-11,2022-11-16T18:51:34Z,2023-10-01T21:44:23Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication"", ""law_and_public_policy"", ""mathematics_and_formal_reasoning"", ""social_sciences_and_humanities"", ""software_and_coding""]","[""fixed_items"", ""runtime_generated_items""]","[""code"", ""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""human_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2211.09374v1,included,2022-11,2022-11-17T07:04:11Z,2022-11-17T07:04:11Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""structured_data"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2211.09783v6,included,2022-11,2022-11-17T18:54:47Z,2023-05-27T19:28:00Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.11501v1,included,2022-11,2022-11-18T17:20:27Z,2022-11-18T17:20:27Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2211.13930v1,included,2022-11,2022-11-25T06:54:30Z,2022-11-25T06:54:30Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.15268v1,included,2022-11,2022-11-28T12:49:44Z,2022-11-28T12:49:44Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.15458v2,included,2022-11,2022-11-21T21:40:35Z,2023-05-08T18:01:28Z,"[""answering_model""]","[""general_or_cross_domain""]","[""runtime_generated_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2212.01146v2,included,2022-12,2022-12-02T12:51:39Z,2023-03-08T03:54:24Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.01692v4,included,2022-12,2022-12-03T21:14:32Z,2023-07-19T06:48:35Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication"", ""natural_sciences""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.01700v1,included,2022-12,2022-12-03T22:11:17Z,2022-12-03T22:11:17Z,"[""answering_model""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""runtime_generated_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge""]","[""en""]"
arxiv:2212.01810v1,included,2022-12,2022-12-04T12:23:41Z,2022-12-04T12:23:41Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge""]","[""en""]"
arxiv:2212.01907v1,included,2022-12,2022-12-04T19:59:52Z,2022-12-04T19:59:52Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.02684v1,included,2022-12,2022-12-06T00:53:38Z,2022-12-06T00:53:38Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items"", ""runtime_generated_items""]","[""code"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2212.03278v1,included,2022-12,2022-12-06T19:22:25Z,2022-12-06T19:22:25Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.08037v2,included,2022-12,2022-12-15T18:45:29Z,2023-02-10T20:04:05Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""other_model_judge""]","[""en""]"
arxiv:2212.08120v1,included,2022-12,2022-12-15T20:15:05Z,2022-12-15T20:15:05Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.08286v2,included,2022-12,2022-12-16T05:15:41Z,2023-07-07T17:43:12Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.09248v1,included,2022-12,2022-12-19T05:06:00Z,2022-12-19T05:06:00Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""structured_data"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2212.09251v1,included,2022-12,2022-12-19T05:13:52Z,2022-12-19T05:13:52Z,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.09746v5,included,2022-12,2022-12-19T18:59:45Z,2024-01-05T22:09:26Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2212.09885v2,included,2022-12,2022-12-19T22:08:36Z,2023-05-26T16:03:08Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.09897v2,included,2022-12,2022-12-19T22:37:46Z,2023-12-19T13:05:12Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.09946v1,included,2022-12,2022-12-20T01:52:46Z,2022-12-20T01:52:46Z,"[""agent_or_tool_system"", ""answering_model""]","[""language_and_communication"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2212.10003v2,included,2022-12,2022-12-20T05:25:12Z,2023-08-29T19:36:32Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2212.10029v3,included,2022-12,2022-12-20T06:54:04Z,2023-06-08T17:27:44Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.10060v2,included,2022-12,2022-12-20T08:06:55Z,2023-05-30T23:09:37Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""human_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2212.10114v2,included,2022-12,2022-12-20T09:34:43Z,2023-06-01T18:50:21Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.10264v1,included,2022-12,2022-12-20T14:11:31Z,2022-12-20T14:11:31Z,"[""answering_model""]","[""software_and_coding""]","[""runtime_generated_items""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2212.10466v1,included,2022-12,2022-12-20T17:39:21Z,2022-12-20T17:39:21Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.10471v3,included,2022-12,2022-12-20T17:42:16Z,2024-03-25T17:54:21Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""ado"", ""ar"", ""bn"", ""bo"", ""da"", ""de"", ""el"", ""en"", ""eo"", ""es"", ""fa"", ""gu"", ""hi"", ""ht"", ""hu"", ""it"", ""ja"", ""khg"", ""ko"", ""ku"", ""nl"", ""pa"", ""pl"", ""ps"", ""ro"", ""ru"", ""sv"", ""tr"", ""ur"", ""vi"", ""yue"", ""zh""]"
arxiv:2212.10481v2,included,2022-12,2022-12-20T17:54:37Z,2023-05-19T14:27:46Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en"", ""es"", ""ja"", ""ru""]"
arxiv:2212.10511v4,included,2022-12,2022-12-20T18:30:15Z,2023-07-02T07:21:59Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.10545v2,included,2022-12,2022-12-20T18:50:29Z,2023-05-16T06:32:51Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.10560v2,included,2022-12,2022-12-20T18:59:19Z,2023-05-25T23:50:07Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge""]","[""en""]"
arxiv:2212.10618v2,included,2022-12,2022-12-20T19:48:10Z,2023-05-13T19:20:17Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2212.10678v4,included,2022-12,2022-12-20T22:41:24Z,2025-07-24T03:20:40Z,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.10711v1,included,2022-12,2022-12-20T18:35:33Z,2022-12-20T18:35:33Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""runtime_generated_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.10755v2,included,2022-12,2022-12-21T04:21:46Z,2023-10-24T21:03:30Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""ar""]"
arxiv:2212.10773v3,included,2022-12,2022-12-21T05:17:06Z,2023-06-10T18:33:21Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.10923v3,included,2022-12,2022-12-21T11:12:14Z,2024-02-05T11:19:24Z,"[""answering_model""]","[""general_or_cross_domain"", ""natural_sciences"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2212.10933v2,included,2022-12,2022-12-21T11:22:38Z,2023-05-26T20:17:15Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2212.10935v3,included,2022-12,2022-12-21T11:23:31Z,2024-10-08T12:05:14Z,"[""answering_model""]","[""language_and_communication"", ""other""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""human_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en""]"
