document_id,first_submission_month,title,decision,target_system,evaluation_domain,evaluation_setup,modality,material_origin,scoring_source,task_language
arxiv:2210.01240v4,2022-10,Language Models Are Greedy Reasoners: A Systematic Formal Analysis of Chain-of-Thought,included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""runtime_generated_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2210.01241v3,2022-10,"Is Reinforcement Learning (Not) for Natural Language Processing: Benchmarks, Baselines, and Building Blocks for Natural Language Policy Optimization",included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""other_model_judge""]","[""en"", ""de""]"
arxiv:2210.01478v3,2022-10,When to Make Exceptions: Exploring Language Models as Accounts of Human Moral Judgment,included,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2210.02506v1,2022-10,Large Language Models are Pretty Good Zero-Shot Video Game Bug Detectors,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2210.02890v2,2022-10,Multiview Contextual Commonsense Inference: A New Dataset and Task,included,"[""answering_model""]","[""language_and_communication"", ""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2210.03057v1,2022-10,Language Models are Multilingual Chain-of-Thought Reasoners,included,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""bn"", ""zh"", ""fr"", ""de"", ""ja"", ""ru"", ""es"", ""sw"", ""te"", ""th""]"
arxiv:2210.03094v2,2022-10,VIMA: General Robot Manipulation with Multimodal Prompts,excluded,null,null,null,null,null,null,null
arxiv:2210.03256v2,2022-10,Not another Negation Benchmark: The NaN-NLI Test Suite for Sub-clausal Negation,excluded,null,null,null,null,null,null,null
arxiv:2210.03849v1,2022-10,ConvFinQA: Exploring the Chain of Numerical Reasoning in Conversational Finance Question Answering,included,"[""answering_model""]","[""finance_and_business"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2210.03992v3,2022-10,Generative Language Models for Paragraph-Level Question Generation,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""ja"", ""de"", ""ru"", ""ko"", ""it"", ""es"", ""fr""]"
arxiv:2210.04191v2,2022-10,CHARD: Clinical Health-Aware Reasoning Across Dimensions for Text Generation Models,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2210.04695v2,2022-10,Language Models Are Poor Learners of Directional Inference,excluded,null,null,null,null,null,null,null
arxiv:2210.06246v1,2022-10,CIKQA: Learning Commonsense Inference with a Unified Knowledge-in-the-loop QA Paradigm,excluded,null,null,null,null,null,null,null
arxiv:2210.06376v1,2022-10,Probing Commonsense Knowledge in Pre-trained Language Models with Sense-level Precision and Expanded Vocabulary,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2210.06628v1,2022-10,OpenCQA: Open-ended Question Answering with Charts,excluded,null,null,null,null,null,null,null
arxiv:2210.07109v1,2022-10,Dungeons and Dragons as a Dialog Challenge for Artificial Intelligence,included,"[""answering_model""]","[""language_and_communication"", ""other""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""human_judge""]","[""en""]"
arxiv:2210.07471v2,2022-10,"""John is 50 years old, can his son be 65?"" Evaluating NLP Models' Understanding of Feasibility",included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2210.07474v5,2022-10,SQA3D: Situated Question Answering in 3D Scenes,excluded,null,null,null,null,null,null,null
arxiv:2210.07993v1,2022-10,MiQA: A Benchmark for Inference on Metaphorical Questions,included,"[""answering_model""]","[""language_and_communication"", ""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""human_judge""]","[""en""]"
arxiv:2210.08511v1,2022-10,CDConv: A Benchmark for Contradiction Detection in Chinese Conversations,excluded,null,null,null,null,null,null,null
arxiv:2210.08750v1,2022-10,Keep Me Updated! Memory Management in Long-term Conversations,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric"", ""human_judge""]","[""ko""]"
arxiv:2210.08763v1,2022-10,ReasonChainQA: Text-based Complex Question Answering with Explainable Evidence Chains,excluded,null,null,null,null,null,null,null
arxiv:2210.09150v2,2022-10,Prompting GPT-3 To Be Reliable,excluded,null,null,null,null,null,null,null
arxiv:2210.09261v1,2022-10,Challenging BIG-Bench Tasks and Whether Chain-of-Thought Can Solve Them,included,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en"", ""de""]"
arxiv:2210.10045v1,2022-10,SafeText: A Benchmark for Exploring Physical Safety in Language Models,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""human_judge"", ""other_model_judge""]","[""en""]"
arxiv:2210.11431v1,2022-10,Counterfactual Recipe Generation: Exploring Compositional Generalization in a Realistic Scenario,included,"[""answering_model""]","[""general_or_cross_domain"", ""other""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""zh""]"
arxiv:2210.12152v2,2022-10,WikiWhy: Answering and Explaining Cause-and-Effect Questions,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""other_model_judge"", ""human_judge""]","[""en""]"
arxiv:2210.12478v1,2022-10,DiscoSense: Commonsense Reasoning with Discourse Connectives,excluded,null,null,null,null,null,null,null
arxiv:2210.12487v1,2022-10,MetaLogic: Logical Reasoning Explanations with Fine-Grained Structure,included,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2210.12813v1,2022-10,TAPE: Assessing Few-shot Russian Language Understanding,included,"[""answering_model""]","[""general_or_cross_domain"", ""natural_sciences"", ""social_sciences_and_humanities""]","[""fixed_items"", ""runtime_generated_items""]","[""text""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric""]","[""ru""]"
arxiv:2210.12814v1,2022-10,RuCoLA: Russian Corpus of Linguistic Acceptability,excluded,null,null,null,null,null,null,null
arxiv:2210.13513v1,2022-10,ExPUNations: Augmenting Puns with Keywords and Explanations,excluded,null,null,null,null,null,null,null
arxiv:2210.13693v1,2022-10,XRICL: Cross-lingual Retrieval-Augmented In-Context Learning for Cross-lingual Text-to-SQL Semantic Parsing,included,"[""answering_model""]","[""language_and_communication"", ""software_and_coding""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world""]","[""reference_or_metric"", ""execution_or_environment""]","[""en"", ""zh"", ""vi"", ""fa"", ""hi""]"
arxiv:2210.14128v1,2022-10,IELM: An Open Information Extraction Benchmark for Pre-Trained Language Models,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2210.14353v2,2022-10,"RoMQA: A Benchmark for Robust, Multi-evidence, Multi-answer Question Answering",excluded,null,null,null,null,null,null,null
arxiv:2210.14868v3,2022-10,Multi-lingual Evaluation of Code Generation Models,included,"[""answering_model""]","[""software_and_coding"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""program_or_simulation"", ""generative_model""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2210.17236v1,2022-10,When Language Model Meets Private Library,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2210.17517v2,2022-10,Lila: A Unified Benchmark for Mathematical Reasoning,included,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""natural_sciences"", ""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric"", ""execution_or_environment""]","[""en""]"
arxiv:2211.00142v1,2022-10,TaTa: A Multilingual Table-to-Text Dataset for African Languages,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world""]","[""reference_or_metric"", ""other_model_judge"", ""human_judge""]","[""ar"", ""en"", ""fr"", ""ha"", ""ig"", ""pt"", ""sw"", ""yo"", ""ru""]"
arxiv:2211.00295v1,2022-11,CONDAQA: A Contrastive Reading Comprehension Dataset for Reasoning about Negation,excluded,null,null,null,null,null,null,null
arxiv:2211.02069v2,2022-11,LMentry: A Language Model Benchmark of Elementary Language Tasks,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.02950v1,2022-11,The Legal Argument Reasoning Task in Civil Procedure,excluded,null,null,null,null,null,null,null
arxiv:2211.03358v2,2022-11,Probing neural language models for understanding of words of estimative probability,excluded,null,null,null,null,null,null,null
arxiv:2211.03940v1,2022-11,Tell Your Story: Task-Oriented Dialogs for Interactive Content Creation,included,"[""answering_model""]","[""language_and_communication"", ""other""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.04126v1,2022-11,Conciseness: An Overlooked Language Task,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.05895v2,2022-11,Understanding ME? Multimodal Evaluation for Fine-grained Visual Commonsense,excluded,null,null,null,null,null,null,null
arxiv:2211.06869v4,2022-11,Large Language Models Meet Harry Potter: A Bilingual Dataset for Aligning Dialogue Agents with Characters,excluded,null,null,null,null,null,null,null
arxiv:2211.07443v6,2022-11,Calibrated Interpretation: Confidence Estimation in Semantic Parsing,excluded,null,null,null,null,null,null,null
arxiv:2211.07615v2,2022-11,UGIF: UI Grounded Instruction Following,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""audio"", ""image"", ""structured_data""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""hi"", ""kn"", ""mr"", ""gu"", ""bn"", ""sw"", ""es""]"
arxiv:2211.07727v1,2022-11,Logical Tasks for Measuring Extrapolation and Rule Comprehension,excluded,null,null,null,null,null,null,null
arxiv:2211.08412v2,2022-11,Evaluating the Factual Consistency of Large Language Models Through News Summarization,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.08462v1,2022-11,Navigating Connected Memories with a Task-oriented Dialog System,included,"[""answering_model"", ""agent_or_tool_system""]","[""language_and_communication""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric"", ""other_model_judge""]","[""en""]"
arxiv:2211.08584v3,2022-11,Toward expanding the scope of radiology report summarization to multiple anatomies and modalities,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""other_model_judge""]","[""en""]"
arxiv:2211.09110v2,2022-11,Holistic Evaluation of Language Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication"", ""mathematics_and_formal_reasoning"", ""software_and_coding"", ""law_and_public_policy"", ""social_sciences_and_humanities""]","[""fixed_items"", ""runtime_generated_items""]","[""text"", ""code"", ""structured_data""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric"", ""execution_or_environment"", ""other_model_judge"", ""human_judge""]","[""en""]"
arxiv:2211.09374v1,2022-11,Execution-based Evaluation for Data Science Code Generation Models,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code"", ""structured_data""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2211.09783v6,2022-11,UniSumm and SummZoo: Unified Model and Diverse Benchmark for Few-Shot Summarization,included,"[""answering_model""]","[""language_and_communication"", ""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2211.11501v1,2022-11,DS-1000: A Natural and Reliable Benchmark for Data Science Code Generation,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
